app_name,platform,sector,text,rating,date,city,version
Kayan,google_play,نقل,الأسعار معقولة,4,2025-06-14,مكة المكرمة,latest
Uber,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-06-15,الرياض,latest
Wasselni,google_play,نقل,خدمة رائعة ننصح بها,5,2025-06-15,جدة,latest
Wasselni,google_play,نقل,الانتظار طويل أحياناً,2,2025-06-15,جدة,latest
Mostaql,google_play,عمل_حر,مقبولة للمبتدئين,3,2025-06-15,المدينة المنورة,latest
Khamsat,google_play,عمل_حر,فرص عمل متنوعة,4,2025-06-15,المدينة المنورة,latest
Khamsat,google_play,عمل_حر,أفضل منصة عمل حر عربية,5,2025-06-15,الرياض,latest
Uber,google_play,نقل,خدمة رائعة ننصح بها,5,2025-06-16,المدينة المنورة,latest
Bolt,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-06-16,جدة,latest
Bolt,google_play,نقل,التطبيق جيد لكن الأسعار مرتفعة,3,2025-06-16,الرياض,latest
Jeeny,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-06-16,الدمام,latest
Kayan,google_play,نقل,خدمة رائعة ننصح بها,5,2025-06-16,الرياض,latest
TheChefs,google_play,توصيل,خدمة رائعة دائماً,5,2025-06-16,جدة,latest
ToYou,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-06-16,الرياض,latest
Khamsat,google_play,عمل_حر,سهلة الاستخدام للفريلانسر,4,2025-06-16,مكة المكرمة,latest
Careem,google_play,نقل,خدمة رائعة ننصح بها,5,2025-06-17,مكة المكرمة,latest
Careem,google_play,نقل,الأسعار مرتفعة مقارنة بالمنافسين,2,2025-06-17,المدينة المنورة,latest
Bolt,google_play,نقل,خدمة رائعة ننصح بها,5,2025-06-17,الدمام,latest
Wasselni,google_play,نقل,خدمة عادية,3,2025-06-17,جدة,latest
HungerStation,google_play,توصيل,تطبيق سهل وتوصيل جيد,4,2025-06-17,الدمام,latest
Mrsool,google_play,توصيل,أفضل تطبيق توصيل,5,2025-06-17,المدينة المنورة,latest
Mostaql,google_play,عمل_حر,حصلت على عملاء ممتازين,5,2025-06-17,الدمام,latest
Mostaql,google_play,عمل_حر,تجربة رائعة ننصح بها,5,2025-06-17,تبوك,latest
Khamsat,google_play,عمل_حر,فرص عمل متنوعة,4,2025-06-17,الرياض,latest
Sary,google_play,عمل_حر,فرص موجودة لكن المنافسة عالية,3,2025-06-17,الرياض,latest
Bolt,google_play,نقل,تجربة جيدة بشكل عام,4,2025-06-18,مكة المكرمة,latest
Bolt,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-06-18,الرياض,latest
Jeeny,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-06-18,الدمام,latest
Jeeny,google_play,نقل,خدمة عادية,3,2025-06-18,الرياض,latest
Jeeny,google_play,نقل,تطبيق سهل الاستخدام,4,2025-06-18,الرياض,latest
Wasselni,google_play,نقل,السائق ألغى الرحلة بدون سبب,1,2025-06-18,الرياض,latest
Kayan,google_play,نقل,خدمة رائعة ننصح بها,5,2025-06-18,مكة المكرمة,latest
Jahez,google_play,توصيل,أفضل تطبيق توصيل,5,2025-06-18,جدة,latest
Sary,google_play,عمل_حر,حصلت على عملاء ممتازين,5,2025-06-18,الدمام,latest
Careem,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-06-19,جدة,latest
Bolt,google_play,نقل,الأسعار مبالغ فيها كثيراً,1,2025-06-19,الرياض,latest
Jeeny,google_play,نقل,أفضل تطبيق نقل,5,2025-06-19,جدة,latest
HungerStation,google_play,توصيل,تجربة مميزة جداً,5,2025-06-19,جدة,latest
HungerStation,google_play,توصيل,خدمة رائعة دائماً,5,2025-06-19,جدة,latest
Keeta,google_play,توصيل,تجربة مميزة جداً,5,2025-06-19,جدة,latest
Khamsat,google_play,عمل_حر,منصة موثوقة جداً,5,2025-06-19,تبوك,latest
Uber,google_play,نقل,بعض السائقين غير محترفين,2,2025-06-20,الخبر,latest
Uber,google_play,نقل,تجربة جيدة بشكل عام,4,2025-06-20,جدة,latest
Kayan,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-06-20,مكة المكرمة,latest
Jahez,google_play,توصيل,تجربة جيدة,4,2025-06-20,الخبر,latest
TheChefs,google_play,توصيل,خدمة العملاء ما تفيد أبداً,1,2025-06-20,مكة المكرمة,latest
ToYou,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-06-20,الدمام,latest
HungerStation,google_play,توصيل,التوصيل تأخر ساعتين كاملتين,1,2025-06-21,الخبر,latest
HungerStation,google_play,توصيل,توصيل متوسط يحتاج تحسين,3,2025-06-21,جدة,latest
HungerStation,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-06-21,جدة,latest
Mrsool,google_play,توصيل,توصيل متوسط يحتاج تحسين,3,2025-06-21,جدة,latest
Wasselni,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-06-22,الدمام,latest
Kayan,google_play,نقل,التطبيق يعلق أحياناً,2,2025-06-22,جدة,latest
Mostaql,google_play,عمل_حر,فرص موجودة لكن المنافسة عالية,3,2025-06-22,الدمام,latest
Mostaql,google_play,عمل_حر,تجربة جيدة بشكل عام,4,2025-06-22,الرياض,latest
Uber,google_play,نقل,تجربة جيدة بشكل عام,4,2025-06-23,الرياض,latest
Bolt,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-06-23,تبوك,latest
Kayan,google_play,نقل,الأسعار معقولة,4,2025-06-23,الدمام,latest
ToYou,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-06-23,المدينة المنورة,latest
Keeta,google_play,توصيل,الطعام وصل طازجاً,4,2025-06-23,الرياض,latest
Bolt,google_play,نقل,الانتظار طويل أحياناً,2,2025-06-24,الدمام,latest
Jeeny,google_play,نقل,تجربة جيدة بشكل عام,4,2025-06-24,الرياض,latest
ToYou,google_play,توصيل,التوصيل تأخر ساعتين كاملتين,1,2025-06-24,الرياض,latest
Uber,google_play,نقل,تجربة جيدة بشكل عام,4,2025-06-25,الرياض,latest
Uber,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-06-25,الرياض,latest
Bolt,google_play,نقل,السائق ألغى الرحلة بدون سبب,1,2025-06-25,الطائف,latest
Jeeny,google_play,نقل,أفضل تطبيق نقل,5,2025-06-25,الرياض,latest
Wasselni,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-06-25,جدة,latest
Kayan,google_play,نقل,تطبيق سهل الاستخدام,4,2025-06-25,المدينة المنورة,latest
HungerStation,google_play,توصيل,الطعام وصل طازجاً,4,2025-06-25,الدمام,latest
HungerStation,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-06-25,جدة,latest
Mrsool,google_play,توصيل,خدمة رائعة دائماً,5,2025-06-25,جدة,latest
Mrsool,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-06-25,أبها,latest
TheChefs,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-06-25,الرياض,latest
Kayan,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-06-26,تبوك,latest
HungerStation,google_play,توصيل,أفضل تطبيق توصيل,5,2025-06-26,المدينة المنورة,latest
Mrsool,google_play,توصيل,الطلب وصل لكن متأخر,3,2025-06-26,الرياض,latest
TheChefs,google_play,توصيل,تجربة مميزة جداً,5,2025-06-26,الرياض,latest
ToYou,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-06-26,الرياض,latest
Sary,google_play,عمل_حر,منصة موثوقة جداً,5,2025-06-26,جدة,latest
Sary,google_play,عمل_حر,حصلت على عملاء ممتازين,5,2025-06-26,جدة,latest
Uber,google_play,نقل,التطبيق جيد لكن الأسعار مرتفعة,3,2025-06-27,مكة المكرمة,latest
HungerStation,google_play,توصيل,أفضل تطبيق توصيل,5,2025-06-27,الدمام,latest
TheChefs,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-06-27,جدة,latest
ToYou,google_play,توصيل,أحياناً تأخير كبير,2,2025-06-27,الطائف,latest
Careem,google_play,نقل,التطبيق جيد لكن الأسعار مرتفعة,3,2025-06-28,الرياض,latest
Careem,google_play,نقل,مقبول لكن يمكن أفضل,3,2025-06-28,جدة,latest
Wasselni,google_play,نقل,تجربة جيدة بشكل عام,4,2025-06-28,مكة المكرمة,latest
Kayan,google_play,نقل,التطبيق يعلق أحياناً,2,2025-06-28,جدة,latest
HungerStation,google_play,توصيل,الطلب وصل ناقص ولا تعويض,2,2025-06-28,جدة,latest
Uber,google_play,نقل,الأسعار معقولة,4,2025-06-29,الرياض,latest
Careem,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-06-29,جدة,latest
Jeeny,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-06-29,الطائف,latest
HungerStation,google_play,توصيل,جودة الطعام متأثرة بالوقت,2,2025-06-29,الرياض,latest
Jahez,google_play,توصيل,الطعام وصل طازجاً,4,2025-06-29,تبوك,latest
Mostaql,google_play,عمل_حر,فرص موجودة لكن المنافسة عالية,3,2025-06-29,مكة المكرمة,latest
Uber,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-06-30,مكة المكرمة,latest
Careem,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-06-30,الرياض,latest
Bolt,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-06-30,المدينة المنورة,latest
Jeeny,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-06-30,الرياض,latest
HungerStation,google_play,توصيل,تطبيق سهل وتوصيل جيد,4,2025-06-30,جدة,latest
Jahez,google_play,توصيل,تجربة جيدة,4,2025-06-30,الرياض,latest
TheChefs,google_play,توصيل,خدمة رائعة دائماً,5,2025-06-30,مكة المكرمة,latest
TheChefs,google_play,توصيل,تجربة مميزة جداً,5,2025-06-30,جدة,latest
Careem,google_play,نقل,تجربة جيدة بشكل عام,4,2025-07-01,مكة المكرمة,latest
Bolt,google_play,نقل,التطبيق يعلق أحياناً,2,2025-07-01,الرياض,latest
Jeeny,google_play,نقل,التطبيق جيد لكن الأسعار مرتفعة,3,2025-07-01,جدة,latest
Jeeny,google_play,نقل,تطبيق سهل الاستخدام,4,2025-07-01,الدمام,latest
Jahez,google_play,توصيل,أفضل تطبيق توصيل,5,2025-07-01,مكة المكرمة,latest
ToYou,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-07-01,الرياض,latest
Mostaql,google_play,عمل_حر,منصة موثوقة جداً,5,2025-07-01,تبوك,latest
Mostaql,google_play,عمل_حر,أفضل منصة عمل حر عربية,5,2025-07-01,الرياض,latest
Khamsat,google_play,عمل_حر,تجربة جيدة بشكل عام,4,2025-07-01,المدينة المنورة,latest
HungerStation,google_play,توصيل,أحياناً تأخير كبير,2,2025-07-02,جدة,latest
TheChefs,google_play,توصيل,تجربة مميزة جداً,5,2025-07-02,الخبر,latest
TheChefs,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-07-02,أبها,latest
TheChefs,google_play,توصيل,أفضل تطبيق توصيل,5,2025-07-02,الرياض,latest
ToYou,google_play,توصيل,خدمة رائعة دائماً,5,2025-07-02,الرياض,latest
Jeeny,google_play,نقل,الأسعار معقولة,4,2025-07-03,الدمام,latest
HungerStation,google_play,توصيل,الطعام وصل طازجاً,4,2025-07-03,الرياض,latest
Jahez,google_play,توصيل,التوصيل أبطأ من المعتاد,2,2025-07-03,الرياض,latest
Mrsool,google_play,توصيل,الطعام وصل طازجاً,4,2025-07-03,الطائف,latest
Mostaql,google_play,عمل_حر,المنصة لا تحمي الفريلانسر,1,2025-07-03,جدة,latest
Uber,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-07-04,مكة المكرمة,latest
HungerStation,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-07-04,جدة,latest
Jahez,google_play,توصيل,خدمة عادية,3,2025-07-04,مكة المكرمة,latest
TheChefs,google_play,توصيل,الطعام وصل طازجاً,4,2025-07-04,الرياض,latest
ToYou,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-07-04,الدمام,latest
Careem,google_play,نقل,مقبول لكن يمكن أفضل,3,2025-07-05,الرياض,latest
Bolt,google_play,نقل,تجربة سيئة جداً لن أكرر,1,2025-07-05,الرياض,latest
Bolt,google_play,نقل,الأسعار معقولة,4,2025-07-05,جدة,latest
Jeeny,google_play,نقل,الأسعار مبالغ فيها كثيراً,1,2025-07-05,الدمام,latest
Wasselni,google_play,نقل,تجربة سيئة جداً لن أكرر,1,2025-07-05,الطائف,latest
Kayan,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-07-05,الرياض,latest
Mrsool,google_play,توصيل,أسوأ تجربة توصيل,1,2025-07-05,الرياض,latest
Jeeny,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-07-06,الدمام,latest
TheChefs,google_play,توصيل,تجربة جيدة,4,2025-07-06,المدينة المنورة,latest
Keeta,google_play,توصيل,أفضل تطبيق توصيل,5,2025-07-06,الدمام,latest
Sary,google_play,عمل_حر,بعض العملاء غير جادين,2,2025-07-06,جدة,latest
Jeeny,google_play,نقل,مقبول لكن يمكن أفضل,3,2025-07-07,الرياض,latest
Kayan,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-07-07,المدينة المنورة,latest
TheChefs,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-07-07,الطائف,latest
Keeta,google_play,توصيل,أسوأ تجربة توصيل,1,2025-07-07,جدة,latest
Keeta,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-07-07,الدمام,latest
Bolt,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-07-08,جدة,latest
Kayan,google_play,نقل,الأسعار مرتفعة مقارنة بالمنافسين,2,2025-07-08,المدينة المنورة,latest
Mrsool,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-07-08,الرياض,latest
TheChefs,google_play,توصيل,خدمة رائعة دائماً,5,2025-07-08,الرياض,latest
Kayan,google_play,نقل,أفضل تطبيق نقل,5,2025-07-09,جدة,latest
HungerStation,google_play,توصيل,خدمة رائعة دائماً,5,2025-07-09,الطائف,latest
HungerStation,google_play,توصيل,تجربة مميزة جداً,5,2025-07-09,الرياض,latest
Jahez,google_play,توصيل,الطلب وصل بارداً وناقصاً,1,2025-07-09,مكة المكرمة,latest
Jahez,google_play,توصيل,التوصيل أبطأ من المعتاد,2,2025-07-09,الدمام,latest
ToYou,google_play,توصيل,الطلب وصل لكن متأخر,3,2025-07-09,جدة,latest
Keeta,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-07-09,جدة,latest
Mostaql,google_play,عمل_حر,منصة موثوقة جداً,5,2025-07-09,الرياض,latest
Khamsat,google_play,عمل_حر,العمولة مرتفعة,2,2025-07-09,مكة المكرمة,latest
Sary,google_play,عمل_حر,تجربة جيدة بشكل عام,4,2025-07-09,الخبر,latest
Wasselni,google_play,نقل,خدمة رائعة ننصح بها,5,2025-07-10,جدة,latest
Kayan,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-07-10,جدة,latest
Kayan,google_play,نقل,الأسعار معقولة,4,2025-07-10,جدة,latest
HungerStation,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-07-10,الرياض,latest
Jahez,google_play,توصيل,تجربة مميزة جداً,5,2025-07-10,تبوك,latest
ToYou,google_play,توصيل,تجربة مميزة جداً,5,2025-07-10,الدمام,latest
Keeta,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-07-10,الدمام,latest
Bolt,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-07-11,الرياض,latest
Mrsool,google_play,توصيل,أفضل تطبيق توصيل,5,2025-07-11,الرياض,latest
Keeta,google_play,توصيل,تجربة جيدة,4,2025-07-11,مكة المكرمة,latest
Mostaql,google_play,عمل_حر,حصلت على عملاء ممتازين,5,2025-07-11,جدة,latest
Sary,google_play,عمل_حر,المنصة لا تحمي الفريلانسر,1,2025-07-11,الخبر,latest
Uber,google_play,نقل,التطبيق جيد لكن الأسعار مرتفعة,3,2025-07-12,جدة,latest
Careem,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-07-12,تبوك,latest
Kayan,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-07-12,المدينة المنورة,latest
Kayan,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-07-12,مكة المكرمة,latest
HungerStation,google_play,توصيل,خدمة العملاء ما تفيد أبداً,1,2025-07-12,مكة المكرمة,latest
HungerStation,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-07-12,تبوك,latest
Jahez,google_play,توصيل,خدمة رائعة دائماً,5,2025-07-12,جدة,latest
Jahez,google_play,توصيل,تجربة جيدة,4,2025-07-12,مكة المكرمة,latest
ToYou,google_play,توصيل,الطعام وصل طازجاً,4,2025-07-12,المدينة المنورة,latest
Keeta,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-07-12,تبوك,latest
Mostaql,google_play,عمل_حر,سهلة الاستخدام للفريلانسر,4,2025-07-12,مكة المكرمة,latest
Khamsat,google_play,عمل_حر,فرص عمل متنوعة,4,2025-07-12,جدة,latest
Bolt,google_play,نقل,أفضل تطبيق نقل,5,2025-07-13,جدة,latest
Bolt,google_play,نقل,التطبيق يعلق أحياناً,2,2025-07-13,الرياض,latest
Sary,google_play,عمل_حر,العمولة مرتفعة,2,2025-07-13,الدمام,latest
Jeeny,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-07-14,جدة,latest
Jeeny,google_play,نقل,خدمة عادية,3,2025-07-14,الخبر,latest
TheChefs,google_play,توصيل,تجربة جيدة,4,2025-07-14,الخبر,latest
ToYou,google_play,توصيل,تجربة مميزة جداً,5,2025-07-14,جدة,latest
Keeta,google_play,توصيل,تجربة مميزة جداً,5,2025-07-14,الرياض,latest
Khamsat,google_play,عمل_حر,سهلة الاستخدام للفريلانسر,4,2025-07-14,الطائف,latest
Khamsat,google_play,عمل_حر,المنصة لا تحمي الفريلانسر,1,2025-07-14,الرياض,latest
Sary,google_play,عمل_حر,تجربة رائعة ننصح بها,5,2025-07-14,جدة,latest
Jeeny,google_play,نقل,الأسعار مرتفعة مقارنة بالمنافسين,2,2025-07-15,جدة,latest
HungerStation,google_play,توصيل,تجربة جيدة,4,2025-07-15,الرياض,latest
Jahez,google_play,توصيل,تطبيق سهل وتوصيل جيد,4,2025-07-15,الرياض,latest
Mrsool,google_play,توصيل,أفضل تطبيق توصيل,5,2025-07-15,جدة,latest
Mrsool,google_play,توصيل,أفضل تطبيق توصيل,5,2025-07-15,الدمام,latest
ToYou,google_play,توصيل,تجربة جيدة,4,2025-07-15,تبوك,latest
ToYou,google_play,توصيل,تجربة مميزة جداً,5,2025-07-15,الرياض,latest
Keeta,google_play,توصيل,أحياناً تأخير كبير,2,2025-07-15,جدة,latest
Sary,google_play,عمل_حر,منصة جيدة وفرص كثيرة,4,2025-07-15,الرياض,latest
Sary,google_play,عمل_حر,منصة جيدة وفرص كثيرة,4,2025-07-15,جدة,latest
Uber,google_play,نقل,السائق ألغى الرحلة بدون سبب,1,2025-07-16,الرياض,latest
Uber,google_play,نقل,التطبيق يعلق أحياناً,2,2025-07-16,جدة,latest
Bolt,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-07-16,الرياض,latest
Wasselni,google_play,نقل,الأسعار مرتفعة مقارنة بالمنافسين,2,2025-07-16,الرياض,latest
HungerStation,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-07-16,جدة,latest
Mostaql,google_play,عمل_حر,منصة موثوقة جداً,5,2025-07-16,تبوك,latest
Sary,google_play,عمل_حر,العمولة مرتفعة,2,2025-07-16,جدة,latest
Careem,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-07-17,الرياض,latest
Bolt,google_play,نقل,تجربة جيدة بشكل عام,4,2025-07-17,مكة المكرمة,latest
HungerStation,google_play,توصيل,تجربة مميزة جداً,5,2025-07-17,الدمام,latest
Jahez,google_play,توصيل,التوصيل أبطأ من المعتاد,2,2025-07-17,الرياض,latest
Mostaql,google_play,عمل_حر,الزبون ما دفع بعد تسليم العمل,1,2025-07-17,مكة المكرمة,latest
Uber,google_play,نقل,تجربة جيدة بشكل عام,4,2025-07-18,جدة,latest
Bolt,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-07-18,جدة,latest
Bolt,google_play,نقل,الأسعار مبالغ فيها كثيراً,1,2025-07-18,جدة,latest
Jeeny,google_play,نقل,أفضل تطبيق نقل,5,2025-07-18,الدمام,latest
HungerStation,google_play,توصيل,الطعام وصل طازجاً,4,2025-07-18,الرياض,latest
HungerStation,google_play,توصيل,تطبيق سهل وتوصيل جيد,4,2025-07-18,الدمام,latest
ToYou,google_play,توصيل,الطعام وصل طازجاً,4,2025-07-18,الرياض,latest
ToYou,google_play,توصيل,تجربة مميزة جداً,5,2025-07-18,المدينة المنورة,latest
Keeta,google_play,توصيل,خدمة العملاء ما تفيد أبداً,1,2025-07-18,الدمام,latest
Bolt,google_play,نقل,تجربة سيئة جداً لن أكرر,1,2025-07-19,جدة,latest
HungerStation,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-07-19,الرياض,latest
Sary,google_play,عمل_حر,حصلت على عملاء ممتازين,5,2025-07-19,الدمام,latest
Careem,google_play,نقل,أفضل تطبيق نقل,5,2025-07-20,جدة,latest
Bolt,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-07-20,الرياض,latest
HungerStation,google_play,توصيل,أسوأ تجربة توصيل,1,2025-07-20,جدة,latest
Mrsool,google_play,توصيل,التوصيل أبطأ من المعتاد,2,2025-07-20,تبوك,latest
Khamsat,google_play,عمل_حر,المنصة لا تحمي الفريلانسر,1,2025-07-20,الدمام,latest
Sary,google_play,عمل_حر,بعض العملاء غير جادين,2,2025-07-20,الرياض,latest
Uber,google_play,نقل,تجربة سيئة جداً لن أكرر,1,2025-07-21,جدة,latest
Bolt,google_play,نقل,نسبة التطبيق عالية جداً ما تستاهل,1,2025-07-21,جدة,latest
Bolt,google_play,نقل,تطبيق ممتاز وسهل الاستخدام,5,2025-07-21,جدة,latest
Bolt,google_play,نقل,أفضل تطبيق نقل,5,2025-07-21,الطائف,latest
HungerStation,google_play,توصيل,التوصيل تأخر ساعتين كاملتين,1,2025-07-21,جدة,latest
Jahez,google_play,توصيل,أحياناً تأخير كبير,2,2025-07-21,الرياض,latest
Jahez,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-07-21,الرياض,latest
TheChefs,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-07-21,الدمام,latest
ToYou,google_play,توصيل,أفضل تطبيق توصيل,5,2025-07-21,الدمام,latest
Careem,google_play,نقل,خدمة رائعة ننصح بها,5,2025-07-22,المدينة المنورة,latest
Bolt,google_play,نقل,الأسعار معقولة,4,2025-07-22,جدة,latest
HungerStation,google_play,توصيل,أفضل تطبيق توصيل,5,2025-07-22,الرياض,latest
Jahez,google_play,توصيل,تطبيق سهل وتوصيل جيد,4,2025-07-22,مكة المكرمة,latest
Mrsool,google_play,توصيل,التوصيل تأخر ساعتين كاملتين,1,2025-07-22,المدينة المنورة,latest
TheChefs,google_play,توصيل,تجربة جيدة,4,2025-07-22,المدينة المنورة,latest
Careem,google_play,نقل,التطبيق جيد لكن الأسعار مرتفعة,3,2025-07-23,المدينة المنورة,latest
Jeeny,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-07-23,جدة,latest
Wasselni,google_play,نقل,خدمة رائعة ننصح بها,5,2025-07-23,الرياض,latest
Keeta,google_play,توصيل,أفضل تطبيق توصيل,5,2025-07-23,الرياض,latest
Keeta,google_play,توصيل,مقبول لكن يحتاج تطوير,3,2025-07-23,الرياض,latest
Keeta,google_play,توصيل,خدمة رائعة دائماً,5,2025-07-23,الدمام,latest
HungerStation,google_play,توصيل,تجربة مميزة جداً,5,2025-07-24,الرياض,latest
Mrsool,google_play,توصيل,الطعام وصل طازجاً,4,2025-07-24,الرياض,latest
ToYou,google_play,توصيل,خدمة العملاء ما تفيد أبداً,1,2025-07-24,الرياض,latest
Keeta,google_play,توصيل,أفضل تطبيق توصيل,5,2025-07-24,الرياض,latest
Mostaql,google_play,عمل_حر,منصة متوسطة للعمل الحر,3,2025-07-24,تبوك,latest
Mostaql,google_play,عمل_حر,سهلة الاستخدام للفريلانسر,4,2025-07-24,الرياض,latest
Careem,google_play,نقل,خدمة جيدة والسائقين محترمين,4,2025-07-25,الرياض,latest
Careem,google_play,نقل,تجربة جيدة بشكل عام,4,2025-07-25,تبوك,latest
Jahez,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-07-25,الرياض,latest
ToYou,google_play,توصيل,الطعام وصل طازجاً,4,2025-07-25,الدمام,latest
Sary,google_play,عمل_حر,بعض العملاء غير جادين,2,2025-07-25,تبوك,latest
Uber,google_play,نقل,الأسعار معقولة,4,2025-07-26,الرياض,latest
Jeeny,google_play,نقل,خدمة عادية,3,2025-07-26,تبوك,latest
Jeeny,google_play,نقل,خدمة رائعة ننصح بها,5,2025-07-26,جدة,latest
Jeeny,google_play,نقل,تطبيق سهل الاستخدام,4,2025-07-26,الرياض,latest
Kayan,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-07-26,جدة,latest
Jahez,google_play,توصيل,تطبيق سهل وتوصيل جيد,4,2025-07-26,الرياض,latest
Keeta,google_play,توصيل,الطعام وصل طازجاً,4,2025-07-26,الدمام,latest
Mostaql,google_play,عمل_حر,مقبولة للمبتدئين,3,2025-07-26,الرياض,latest
Wasselni,google_play,نقل,خدمة متوسطة تحتاج تحسين,3,2025-07-27,الرياض,latest
HungerStation,google_play,توصيل,خدمة رائعة دائماً,5,2025-07-27,تبوك,latest
HungerStation,google_play,توصيل,أحياناً تأخير كبير,2,2025-07-27,الرياض,latest
Mrsool,google_play,توصيل,تطبيق سهل وتوصيل جيد,4,2025-07-27,جدة,latest
TheChefs,google_play,توصيل,التوصيل تأخر ساعتين كاملتين,1,2025-07-27,الرياض,latest
Sary,google_play,عمل_حر,تجربة جيدة بشكل عام,4,2025-07-27,الرياض,latest
Bolt,google_play,نقل,سائق محترم وسيارة نظيفة,5,2025-07-28,الرياض,latest
Jeeny,google_play,نقل,أفضل تطبيق نقل,5,2025-07-28,الرياض,latest
Kayan,google_play,نقل,تجربة جيدة بشكل عام,4,2025-07-28,جدة,latest
Jahez,google_play,توصيل,خدمة رائعة دائماً,5,2025-07-28,الدمام,latest
Jahez,google_play,توصيل,توصيل متوسط يحتاج تحسين,3,2025-07-28,الرياض,latest
Mrsool,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-07-28,المدينة المنورة,latest
ToYou,google_play,توصيل,الطلب وصل لكن متأخر,3,2025-07-28,جدة,latest
ToYou,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-07-28,مكة المكرمة,latest
Careem,google_play,نقل,التطبيق يعلق أحياناً,2,2025-07-29,الرياض,latest
HungerStation,google_play,توصيل,توصيل سريع جداً والطعام ممتاز,5,2025-07-29,أبها,latest
HungerStation,google_play,توصيل,تجربة جيدة,4,2025-07-29,الرياض,latest
Mostaql,google_play,عمل_حر,فرص عمل متنوعة,4,2025-07-29,الدمام,latest
Careem,google_play,نقل,خدمة رائعة ننصح بها,5,2025-07-30,تبوك,latest
Kayan,google_play,نقل,خدمة رائعة ننصح بها,5,2025-07-30,الرياض,latest
HungerStation,google_play,توصيل,توصيل سريع والطلب مكتمل,4,2025-07-30,الخبر,latest
HungerStation,google_play,توصيل,جودة الطعام متأثرة بالوقت,2,2025-07-30,مكة المكرمة,latest
TheChefs,google_play,توصيل,تجربة مميزة جداً,5,2025-07-30,الرياض,latest
